forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
4551,1541,Bay Area (SF),2026-06-06,205,173,253,1.73,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4552,1541,Bay Area (SF),2026-06-07,216,181,261,1.54,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4553,1541,Bay Area (SF),2026-06-08,235,189,269,1.74,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4554,1541,Bay Area (SF),2026-06-09,233,197,277,1.76,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4555,1541,Bay Area (SF),2026-06-10,248,205,285,1.6,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4556,1541,Bay Area (SF),2026-06-11,257,213,293,1.65,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4557,1541,Bay Area (SF),2026-06-12,263,221,301,1.84,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4558,1541,Bay Area (SF),2026-06-13,254,229,309,1.78,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4559,1541,Bay Area (SF),2026-06-14,286,237,317,2,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4560,1541,Bay Area (SF),2026-06-15,304,245,325,1.93,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4561,1541,Bay Area (SF),2026-06-16,293,253,333,2.13,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4562,1541,Bay Area (SF),2026-06-17,291,261,341,1.91,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4563,1541,Bay Area (SF),2026-06-18,301,269,349,1.95,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4564,1541,Bay Area (SF),2026-06-19,313,277,357,2.1,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4565,1541,Bay Area (SF),2026-06-20,327,285,365,2.22,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4566,1541,Bay Area (SF),2026-06-21,335,293,373,2.28,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4567,1541,Bay Area (SF),2026-06-22,339,301,381,2.35,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4568,1541,Bay Area (SF),2026-06-23,333,309,389,2.25,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4569,1541,Bay Area (SF),2026-06-24,367,317,397,2.29,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4570,1541,Bay Area (SF),2026-06-25,348,325,405,2.35,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""upgrade_demand_spike"",""account_manager_cluster"",""weekend_streaming_effect""],""top_advocate"":""@signalbridge_hope"",""urgency_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-05-27T11:26:27Z
4571,1541,New York Metro,2026-05-27,205,141,241,1.38,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4572,1541,New York Metro,2026-05-28,214,147,247,1.44,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4573,1541,New York Metro,2026-05-29,226,153,253,1.31,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4574,1541,New York Metro,2026-05-30,207,159,259,1.43,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4575,1541,New York Metro,2026-05-31,198,165,265,1.52,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4576,1541,New York Metro,2026-06-01,243,171,271,1.53,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4577,1541,New York Metro,2026-06-02,245,177,277,1.48,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4578,1541,New York Metro,2026-06-03,251,183,283,1.56,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4579,1541,New York Metro,2026-06-04,217,189,289,1.62,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4580,1541,New York Metro,2026-06-05,254,195,295,1.54,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4581,1541,New York Metro,2026-06-06,248,201,301,1.72,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4582,1541,New York Metro,2026-06-07,255,207,307,1.57,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4583,1541,New York Metro,2026-06-08,283,213,313,1.73,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4584,1541,New York Metro,2026-06-09,267,219,319,1.68,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4585,1541,New York Metro,2026-06-10,299,225,325,1.69,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4586,1541,New York Metro,2026-06-11,291,231,331,1.78,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4587,1541,New York Metro,2026-06-12,290,237,337,1.87,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4588,1541,New York Metro,2026-06-13,285,243,343,1.84,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4589,1541,New York Metro,2026-06-14,278,249,349,1.91,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4590,1541,New York Metro,2026-06-15,313,255,355,1.89,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4591,1541,New York Metro,2026-06-16,334,261,361,1.9,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4592,1541,New York Metro,2026-06-17,304,267,367,1.94,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4593,1541,New York Metro,2026-06-18,302,273,373,1.97,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4594,1541,New York Metro,2026-06-19,325,279,379,2.02,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4595,1541,New York Metro,2026-06-20,343,285,385,2.11,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4596,1541,New York Metro,2026-06-21,347,291,391,2.02,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4597,1541,New York Metro,2026-06-22,342,297,397,2.12,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4598,1541,New York Metro,2026-06-23,355,303,403,2.18,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4599,1541,New York Metro,2026-06-24,358,309,409,2.13,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4600,1541,New York Metro,2026-06-25,351,315,415,2.29,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""subscriber_forum_signal"",""field_technician_signal"",""same_day_activation_pressure""],""top_advocate"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-27T11:26:27Z
4601,1541,Los Angeles Basin,2026-05-27,145,110,198,1.21,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4602,1541,Los Angeles Basin,2026-05-28,139,115,203,1.38,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4603,1541,Los Angeles Basin,2026-05-29,169,120,208,1.29,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4604,1541,Los Angeles Basin,2026-05-30,156,125,213,1.48,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4605,1541,Los Angeles Basin,2026-05-31,155,130,218,1.41,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4606,1541,Los Angeles Basin,2026-06-01,160,135,223,1.31,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4607,1541,Los Angeles Basin,2026-06-02,166,140,228,1.55,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4608,1541,Los Angeles Basin,2026-06-03,192,145,233,1.48,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4609,1541,Los Angeles Basin,2026-06-04,187,150,238,1.6,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4610,1541,Los Angeles Basin,2026-06-05,199,155,243,1.54,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4611,1541,Los Angeles Basin,2026-06-06,202,160,248,1.45,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4612,1541,Los Angeles Basin,2026-06-07,208,165,253,1.54,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4613,1541,Los Angeles Basin,2026-06-08,221,170,258,1.53,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4614,1541,Los Angeles Basin,2026-06-09,204,175,263,1.51,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4615,1541,Los Angeles Basin,2026-06-10,206,180,268,1.66,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4616,1541,Los Angeles Basin,2026-06-11,224,185,273,1.65,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4617,1541,Los Angeles Basin,2026-06-12,247,190,278,1.75,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4618,1541,Los Angeles Basin,2026-06-13,224,195,283,1.76,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4619,1541,Los Angeles Basin,2026-06-14,247,200,288,1.74,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4620,1541,Los Angeles Basin,2026-06-15,241,205,293,1.69,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4621,1541,Los Angeles Basin,2026-06-16,269,210,298,1.8,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4622,1541,Los Angeles Basin,2026-06-17,259,215,303,1.89,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
4623,1541,Los Angeles Basin,2026-06-18,270,220,308,1.79,telco_signal_v2,"{""model"":""telco_signal_v2"",""drivers"":[""regional_outage_mention"",""subscriber_education_video"",""storm_season""],""top_advocate"":""@retailstore_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-27T11:26:27Z
