item_id,order_id,product_id,quantity,unit_price,fulfilled_from
44612,44562,1566,2,30,148
44613,44562,1566,2,30,148
44614,44562,1558,2,95,148
44615,44562,1543,1,25,148
44616,44563,1552,3,45,145
44617,44563,1550,1,0,145
44618,44564,1566,2,30,
44619,44564,1571,2,30,
44620,44564,1568,3,640,
44621,44564,1560,2,15,
44622,44564,1549,3,55,
44623,44565,1567,3,360,142
44624,44565,1550,3,0,142
44625,44565,1547,2,420,142
44626,44565,1570,2,25,142
44627,44566,1563,1,150,144
44628,44566,1560,3,15,144
44629,44566,1549,2,55,144
44630,44567,1541,1,85,141
44631,44567,1546,1,260,141
44632,44567,1550,3,0,141
44633,44568,1562,3,40,143
44634,44568,1570,2,25,143
44635,44568,1542,2,35,143
44636,44569,1559,3,89,147
44637,44569,1549,2,55,147
44638,44569,1562,2,40,147
44639,44570,1543,1,25,142
44640,44571,1567,3,360,151
44641,44572,1542,2,35,
44642,44572,1548,3,180,
44643,44572,1542,2,35,
44644,44573,1562,1,40,143
44645,44574,1571,2,30,149
44646,44574,1572,1,20,149
44647,44574,1550,3,0,149
44648,44574,1549,3,55,149
44649,44574,1547,1,420,149
44650,44575,1569,1,0,145
44651,44575,1551,3,0,145
44652,44575,1565,2,45,145
44653,44576,1563,3,150,142
44654,44576,1551,3,0,142
44655,44577,1551,3,0,143
44656,44577,1550,1,0,143
44657,44577,1550,2,0,143
44658,44577,1569,2,0,143
44659,44577,1542,3,35,143
44660,44578,1560,3,15,142
44661,44578,1564,1,0,142
44662,44578,1561,1,210,142
44663,44578,1561,1,210,142
44664,44579,1544,3,120,147
44665,44579,1548,2,180,147
44666,44580,1554,2,145,
44667,44580,1549,2,55,
44668,44581,1560,1,15,143
44669,44582,1552,2,45,142
44670,44582,1545,3,95,142
44671,44582,1566,3,30,142
44672,44582,1560,3,15,142
44673,44582,1548,2,180,142
44674,44583,1554,1,145,152
44675,44583,1564,2,0,152
44676,44583,1551,2,0,152
44677,44584,1572,2,20,142
44678,44584,1562,3,40,142
44679,44584,1572,2,20,142
44680,44584,1565,1,45,142
44681,44585,1546,2,260,152
44682,44585,1566,3,30,152
44683,44585,1549,3,55,152
44684,44585,1541,1,85,152
44685,44586,1559,1,89,148
44686,44586,1558,3,95,148
44687,44586,1543,1,25,148
44688,44586,1571,2,30,148
44689,44586,1550,1,0,148
44690,44587,1558,1,95,149
44691,44587,1549,2,55,149
44692,44587,1551,2,0,149
44693,44588,1555,3,220,
44694,44589,1551,1,0,141
44695,44589,1550,2,0,141
44696,44589,1564,3,0,141
44697,44589,1570,1,25,141
44698,44589,1542,2,35,141
44699,44590,1558,2,95,147
44700,44591,1569,3,0,148
44701,44591,1555,1,220,148
44702,44591,1552,2,45,148
44703,44592,1565,1,45,152
44704,44592,1556,1,70,152
44705,44592,1544,1,120,152
44706,44592,1565,2,45,152
44707,44592,1557,3,115,152
44708,44593,1546,2,260,151
44709,44593,1560,2,15,151
44710,44593,1556,3,70,151
44711,44594,1543,2,25,144
44712,44594,1548,2,180,144
44713,44594,1572,3,20,144
44714,44594,1556,2,70,144
44715,44594,1569,1,0,144
44716,44595,1542,3,35,151
44717,44596,1551,3,0,
44718,44596,1554,3,145,
44719,44597,1564,2,0,145
44720,44597,1550,2,0,145
44721,44597,1568,2,640,145
44722,44597,1558,1,95,145
44723,44597,1569,3,0,145
44724,44598,1560,1,15,144
44725,44598,1560,3,15,144
44726,44598,1554,3,145,144
44727,44598,1546,2,260,144
44728,44599,1572,2,20,147
44729,44600,1542,1,35,152
44730,44600,1556,3,70,152
44731,44601,1557,2,115,141
44732,44602,1562,2,40,150
44733,44602,1566,1,30,150
44734,44602,1543,2,25,150
44735,44602,1568,1,640,150
44736,44602,1544,2,120,150
44737,44603,1551,3,0,141
44738,44603,1548,1,180,141
44739,44603,1544,3,120,141
44740,44603,1559,2,89,141
44741,44604,1549,1,55,
44742,44604,1560,1,15,
44743,44604,1562,3,40,
44744,44605,1569,1,0,149
44745,44606,1553,1,310,146
44746,44606,1572,1,20,146
44747,44606,1560,2,15,146
44748,44606,1546,3,260,146
44749,44607,1570,1,25,144
44750,44607,1560,2,15,144
44751,44607,1546,3,260,144
44752,44608,1541,2,85,150
44753,44608,1546,2,260,150
44754,44609,1548,2,180,151
44755,44609,1564,2,0,151
44756,44610,1566,3,30,143
44757,44610,1543,2,25,143
44758,44610,1545,1,95,143
44759,44610,1545,1,95,143
44760,44610,1568,3,640,143
44761,44611,1545,3,95,142
44762,44611,1553,2,310,142
44763,44611,1566,1,30,142
44764,44611,1563,1,150,142
44765,44612,1564,2,0,
44766,44612,1559,2,89,
44767,44612,1549,1,55,
44768,44612,1541,2,85,
44769,44612,1550,1,0,
44770,44613,1559,3,89,143
44771,44614,1556,1,70,143
44772,44614,1552,1,45,143
44773,44615,1557,1,115,146
44774,44615,1554,3,145,146
44775,44615,1557,2,115,146
44776,44615,1565,3,45,146
44777,44616,1556,2,70,151
44778,44616,1571,3,30,151
44779,44616,1556,3,70,151
44780,44616,1547,1,420,151
44781,44617,1556,2,70,144
44782,44617,1541,1,85,144
44783,44617,1564,1,0,144
44784,44617,1559,3,89,144
44785,44618,1548,2,180,142
44786,44618,1572,2,20,142
44787,44618,1542,2,35,142
44788,44618,1553,3,310,142
44789,44619,1542,1,35,142
44790,44619,1570,3,25,142
44791,44619,1557,3,115,142
44792,44619,1542,3,35,142
44793,44619,1555,1,220,142
44794,44620,1568,3,640,
44795,44620,1546,1,260,
44796,44621,1572,2,20,149
44797,44621,1558,3,95,149
44798,44621,1544,2,120,149
44799,44621,1558,3,95,149
44800,44622,1567,1,360,148
44801,44622,1562,2,40,148
44802,44622,1543,3,25,148
44803,44622,1571,1,30,148
44804,44622,1556,2,70,148
44805,44623,1568,3,640,149
44806,44623,1558,1,95,149
44807,44623,1561,3,210,149
44808,44623,1567,3,360,149
44809,44623,1568,1,640,149
44810,44624,1553,2,310,144
44811,44624,1571,1,30,144
44812,44624,1552,2,45,144
44813,44625,1567,2,360,150
44814,44625,1554,1,145,150
44815,44625,1547,3,420,150
44816,44626,1542,2,35,150
44817,44627,1555,2,220,142
44818,44627,1569,3,0,142
44819,44627,1563,3,150,142
44820,44628,1570,3,25,
44821,44628,1559,3,89,
44822,44628,1559,2,89,
44823,44629,1557,3,115,145
44824,44629,1557,3,115,145
44825,44629,1552,2,45,145
44826,44630,1572,2,20,145
44827,44631,1554,3,145,146
44828,44632,1571,1,30,145
44829,44632,1546,2,260,145
44830,44632,1568,3,640,145
44831,44633,1570,1,25,145
44832,44633,1569,3,0,145
44833,44633,1565,1,45,145
44834,44633,1557,2,115,145
44835,44634,1565,2,45,143
44836,44635,1547,2,420,145
44837,44636,1545,1,95,
44838,44636,1566,3,30,
44839,44636,1557,2,115,
44840,44636,1555,2,220,
44841,44637,1564,3,0,142
44842,44637,1554,3,145,142
44843,44637,1551,3,0,142
44844,44637,1541,3,85,142
44845,44637,1551,2,0,142
44846,44638,1566,1,30,147
44847,44638,1541,2,85,147
44848,44638,1572,1,20,147
44849,44638,1568,2,640,147
44850,44639,1543,1,25,151
44851,44639,1553,2,310,151
44852,44639,1555,1,220,151
44853,44639,1572,2,20,151
44854,44640,1546,1,260,147
44855,44640,1566,3,30,147
44856,44641,1566,2,30,152
44857,44641,1561,1,210,152
44858,44641,1546,1,260,152
44859,44641,1568,3,640,152
44860,44642,1554,1,145,148
44861,44642,1556,1,70,148
44862,44642,1559,3,89,148
44863,44643,1572,1,20,143
44864,44643,1564,1,0,143
44865,44643,1551,1,0,143
44866,44643,1562,2,40,143
44867,44644,1565,1,45,
44868,44644,1558,1,95,
44869,44644,1550,2,0,
44870,44645,1548,1,180,144
44871,44646,1545,2,95,147
44872,44647,1545,3,95,148
44873,44647,1541,2,85,148
44874,44647,1556,3,70,148
44875,44647,1544,1,120,148
44876,44648,1572,1,20,147
44877,44648,1571,1,30,147
44878,44648,1547,2,420,147
44879,44649,1554,3,145,145
44880,44649,1555,2,220,145
44881,44650,1555,3,220,148
44882,44650,1568,2,640,148
44883,44651,1556,1,70,149
44884,44651,1554,3,145,149
44885,44651,1561,1,210,149
44886,44652,1568,3,640,
44887,44652,1564,2,0,
44888,44652,1549,1,55,
44889,44652,1561,1,210,
44890,44652,1563,2,150,
44891,44653,1567,2,360,144
44892,44653,1554,1,145,144
44893,44653,1562,3,40,144
44894,44654,1558,3,95,147
44895,44654,1557,3,115,147
44896,44654,1556,3,70,147
44897,44655,1554,2,145,152
44898,44656,1542,1,35,150
44899,44656,1551,2,0,150
44900,44656,1568,2,640,150
44901,44656,1571,2,30,150
44902,44657,1558,2,95,145
44903,44657,1550,3,0,145
44904,44657,1550,1,0,145
44905,44657,1558,3,95,145
44906,44657,1547,2,420,145
44907,44658,1560,3,15,141
44908,44658,1545,1,95,141
44909,44659,1567,1,360,149
44910,44659,1560,3,15,149
44911,44659,1543,2,25,149
44912,44660,1570,3,25,
44913,44660,1560,1,15,
44914,44661,1542,3,35,149
44915,44661,1542,2,35,149
44916,44661,1553,1,310,149
44917,44662,1549,2,55,148
44918,44662,1552,1,45,148
44919,44662,1560,1,15,148
44920,44662,1547,3,420,148
44921,44662,1553,1,310,148
44922,44663,1562,3,40,148
44923,44664,1551,3,0,141
44924,44665,1568,2,640,144
44925,44665,1561,3,210,144
44926,44665,1550,2,0,144
44927,44665,1564,2,0,144
44928,44666,1564,1,0,141
44929,44666,1566,3,30,141
44930,44667,1569,1,0,148
44931,44667,1572,3,20,148
44932,44667,1551,1,0,148
44933,44667,1564,3,0,148
44934,44667,1558,2,95,148
44935,44668,1544,1,120,
44936,44668,1558,2,95,
44937,44668,1542,1,35,
44938,44669,1566,2,30,141
44939,44669,1550,3,0,141
44940,44669,1561,3,210,141
44941,44669,1560,2,15,141
44942,44670,1563,2,150,144
44943,44670,1567,3,360,144
44944,44670,1557,3,115,144
44945,44671,1541,3,85,152
44946,44671,1567,1,360,152
44947,44671,1562,3,40,152
44948,44672,1551,3,0,150
44949,44673,1566,1,30,152
44950,44673,1546,1,260,152
44951,44674,1561,3,210,151
44952,44674,1561,1,210,151
44953,44675,1548,2,180,152
44954,44675,1558,1,95,152
44955,44675,1545,2,95,152
44956,44676,1571,1,30,
44957,44676,1543,2,25,
44958,44676,1562,1,40,
44959,44676,1565,1,45,
44960,44677,1558,2,95,148
44961,44677,1549,1,55,148
44962,44677,1558,2,95,148
44963,44678,1572,2,20,146
44964,44679,1546,1,260,146
44965,44679,1561,3,210,146
44966,44680,1560,3,15,144
44967,44680,1554,3,145,144
44968,44680,1550,1,0,144
44969,44681,1570,1,25,143
44970,44681,1572,2,20,143
44971,44682,1548,1,180,141
44972,44682,1565,3,45,141
44973,44683,1547,1,420,149
44974,44683,1554,3,145,149
44975,44683,1549,2,55,149
44976,44683,1566,2,30,149
44977,44684,1556,3,70,
44978,44684,1544,2,120,
44979,44684,1561,1,210,
44980,44685,1565,1,45,142
44981,44685,1553,2,310,142
44982,44686,1542,2,35,149
44983,44686,1562,1,40,149
44984,44687,1547,1,420,143
44985,44688,1562,1,40,141
44986,44688,1565,3,45,141
44987,44689,1562,1,40,144
44988,44690,1565,2,45,149
44989,44690,1547,1,420,149
44990,44690,1541,1,85,149
44991,44690,1564,2,0,149
44992,44691,1553,2,310,146
44993,44692,1551,3,0,
44994,44692,1549,3,55,
44995,44693,1546,1,260,150
44996,44693,1557,3,115,150
44997,44693,1556,3,70,150
44998,44694,1567,2,360,148
44999,44694,1548,2,180,148
45000,44694,1542,3,35,148
45001,44694,1550,3,0,148
45002,44695,1565,3,45,147
45003,44695,1550,3,0,147
45004,44695,1544,3,120,147
45005,44695,1561,1,210,147
45006,44696,1544,1,120,150
45007,44696,1572,1,20,150
45008,44696,1541,3,85,150
45009,44696,1542,3,35,150
45010,44696,1551,2,0,150
45011,44697,1558,2,95,142
45012,44697,1558,1,95,142
45013,44697,1568,2,640,142
45014,44697,1564,3,0,142
45015,44698,1556,1,70,146
45016,44698,1567,2,360,146
45017,44699,1549,1,55,143
45018,44699,1559,3,89,143
45019,44700,1571,1,30,
45020,44700,1567,3,360,
45021,44701,1556,1,70,142
45022,44701,1546,3,260,142
45023,44701,1569,2,0,142
45024,44701,1559,1,89,142
45025,44701,1569,2,0,142
45026,44702,1554,1,145,150
45027,44703,1550,3,0,149
45028,44703,1560,2,15,149
45029,44703,1550,1,0,149
45030,44703,1551,1,0,149
45031,44704,1545,3,95,149
45032,44704,1571,1,30,149
45033,44704,1565,3,45,149
45034,44704,1550,1,0,149
45035,44704,1563,3,150,149
45036,44705,1542,3,35,145
45037,44705,1546,2,260,145
45038,44705,1553,2,310,145
45039,44705,1563,2,150,145
45040,44706,1542,2,35,148
45041,44706,1564,2,0,148
45042,44706,1570,3,25,148
45043,44706,1566,1,30,148
45044,44706,1550,3,0,148
45045,44707,1553,2,310,144
45046,44708,1563,2,150,
45047,44709,1560,1,15,149
45048,44709,1560,1,15,149
45049,44709,1548,1,180,149
45050,44709,1560,3,15,149
45051,44709,1565,1,45,149
45052,44710,1564,3,0,150
45053,44711,1555,2,220,141
45054,44711,1542,1,35,141
45055,44711,1545,3,95,141
45056,44711,1570,2,25,141
45057,44712,1559,1,89,149
45058,44712,1542,2,35,149
45059,44712,1554,1,145,149
45060,44713,1559,3,89,151
45061,44713,1549,3,55,151
45062,44714,1568,2,640,141
45063,44715,1542,2,35,150
45064,44715,1570,1,25,150
45065,44715,1557,1,115,150
45066,44715,1548,1,180,150
45067,44715,1570,2,25,150
45068,44716,1549,2,55,
45069,44716,1550,1,0,
45070,44716,1556,1,70,
45071,44716,1552,2,45,
45072,44716,1564,1,0,
45073,44717,1563,3,150,147
45074,44717,1552,2,45,147
45075,44717,1542,3,35,147
45076,44717,1544,3,120,147
45077,44717,1566,2,30,147
45078,44718,1549,2,55,147
45079,44718,1551,2,0,147
45080,44718,1544,2,120,147
45081,44719,1548,1,180,145
45082,44719,1549,1,55,145
45083,44719,1551,2,0,145
45084,44719,1561,3,210,145
45085,44720,1552,1,45,142
45086,44721,1572,2,20,149
45087,44721,1564,1,0,149
45088,44721,1572,1,20,149
45089,44721,1572,2,20,149
45090,44722,1543,3,25,149
45091,44723,1569,3,0,148
45092,44723,1546,1,260,148
45093,44723,1552,1,45,148
45094,44724,1563,3,150,
45095,44724,1571,1,30,
45096,44724,1565,2,45,
45097,44725,1556,3,70,149
45098,44725,1564,3,0,149
45099,44725,1541,3,85,149
45100,44725,1542,2,35,149
45101,44726,1571,3,30,145
45102,44726,1570,2,25,145
45103,44726,1543,1,25,145
45104,44726,1561,3,210,145
45105,44727,1551,1,0,147
45106,44727,1542,1,35,147
45107,44727,1567,1,360,147
45108,44727,1571,2,30,147
45109,44728,1549,2,55,152
45110,44728,1552,3,45,152
45111,44728,1547,2,420,152
45112,44728,1556,2,70,152
45113,44729,1559,3,89,151
45114,44729,1547,3,420,151
45115,44729,1557,1,115,151
45116,44729,1557,3,115,151
45117,44729,1561,2,210,151
45118,44730,1546,1,260,144
45119,44730,1565,3,45,144
45120,44730,1561,1,210,144
45121,44730,1552,3,45,144
45122,44730,1549,2,55,144
45123,44731,1567,3,360,151
45124,44731,1544,3,120,151
45125,44731,1572,3,20,151
45126,44731,1549,1,55,151
45127,44731,1567,3,360,151
45128,44732,1566,3,30,
45129,44732,1552,3,45,
45130,44732,1556,3,70,
45131,44733,1562,3,40,141
45132,44733,1541,3,85,141
45133,44733,1567,2,360,141
45134,44734,1560,2,15,151
45135,44734,1572,3,20,151
45136,44734,1549,1,55,151
45137,44734,1559,1,89,151
45138,44734,1572,1,20,151
45139,44735,1554,3,145,142
45140,44735,1547,3,420,142
45141,44735,1566,1,30,142
45142,44735,1557,3,115,142
45143,44736,1551,2,0,142
45144,44736,1562,3,40,142
45145,44736,1541,2,85,142
45146,44736,1543,3,25,142
45147,44736,1564,2,0,142
45148,44737,1561,1,210,150
45149,44737,1547,1,420,150
45150,44738,1567,3,360,142
45151,44738,1553,2,310,142
45152,44738,1566,1,30,142
45153,44738,1556,2,70,142
45154,44738,1570,2,25,142
45155,44739,1558,3,95,150
45156,44740,1553,3,310,
45157,44740,1565,3,45,
45158,44740,1569,3,0,
45159,44740,1556,3,70,
45160,44741,1554,3,145,148
45161,44742,1560,3,15,144
45162,44742,1562,3,40,144
45163,44742,1554,2,145,144
45164,44742,1567,1,360,144
45165,44743,1562,1,40,152
45166,44743,1547,2,420,152
45167,44744,1565,3,45,149
45168,44744,1561,1,210,149
45169,44744,1557,3,115,149
45170,44744,1544,1,120,149
45171,44745,1562,3,40,150
45172,44745,1547,1,420,150
45173,44745,1570,2,25,150
45174,44746,1547,1,420,147
45175,44746,1542,2,35,147
45176,44746,1543,1,25,147
45177,44746,1558,3,95,147
45178,44746,1544,2,120,147
45179,44747,1548,3,180,141
45180,44748,1566,3,30,
45181,44748,1567,2,360,
45182,44749,1569,3,0,147
45183,44749,1567,2,360,147
45184,44749,1554,1,145,147
45185,44749,1561,2,210,147
45186,44750,1554,3,145,143
45187,44750,1547,2,420,143
45188,44750,1550,1,0,143
45189,44750,1541,3,85,143
45190,44750,1561,2,210,143
45191,44751,1559,2,89,145
45192,44751,1572,3,20,145
45193,44752,1545,3,95,145
45194,44752,1564,1,0,145
45195,44752,1557,1,115,145
45196,44753,1565,2,45,151
45197,44753,1556,2,70,151
45198,44753,1566,2,30,151
45199,44753,1561,1,210,151
45200,44753,1566,3,30,151
45201,44754,1545,1,95,147
45202,44754,1546,1,260,147
45203,44754,1545,2,95,147
45204,44754,1548,2,180,147
45205,44754,1551,2,0,147
45206,44755,1549,3,55,151
45207,44755,1572,1,20,151
45208,44755,1568,2,640,151
45209,44755,1553,3,310,151
45210,44756,1554,2,145,
45211,44756,1564,3,0,
45212,44756,1544,3,120,
45213,44756,1562,2,40,
45214,44756,1558,1,95,
45215,44757,1559,2,89,148
45216,44757,1552,2,45,148
45217,44757,1542,2,35,148
45218,44757,1547,2,420,148
45219,44758,1541,2,85,142
45220,44758,1558,3,95,142
45221,44758,1541,1,85,142
45222,44759,1553,2,310,148
45223,44760,1546,2,260,149
45224,44761,1545,1,95,144
45225,44761,1571,1,30,144
45226,44761,1542,3,35,144
45227,44761,1566,1,30,144
45228,44762,1555,1,220,150
45229,44762,1564,2,0,150
45230,44762,1561,3,210,150
45231,44762,1556,1,70,150
45232,44763,1570,2,25,146
45233,44763,1555,1,220,146
45234,44763,1559,2,89,146
45235,44764,1543,1,25,
45236,44764,1545,2,95,
45237,44764,1571,1,30,
45238,44764,1567,2,360,
45239,44765,1545,1,95,145
45240,44765,1557,3,115,145
45241,44765,1562,2,40,145
45242,44766,1564,2,0,144
45243,44766,1563,2,150,144
45244,44766,1564,3,0,144
45245,44767,1571,2,30,148
45246,44768,1545,3,95,142
45247,44768,1560,1,15,142
45248,44768,1569,1,0,142
45249,44768,1560,1,15,142
45250,44769,1555,2,220,142
45251,44770,1562,1,40,148
45252,44771,1554,3,145,141
45253,44771,1554,1,145,141
45254,44771,1546,3,260,141
45255,44771,1572,3,20,141
45256,44771,1552,1,45,141
45257,44772,1551,2,0,
45258,44773,1548,2,180,148
45259,44774,1545,3,95,149
45260,44774,1564,2,0,149
45261,44774,1560,2,15,149
45262,44775,1568,3,640,142
45263,44776,1550,3,0,150
45264,44777,1557,1,115,144
45265,44777,1551,2,0,144
45266,44778,1550,3,0,148
45267,44778,1555,2,220,148
45268,44779,1541,2,85,143
45269,44779,1547,3,420,143
45270,44779,1561,1,210,143
45271,44779,1558,3,95,143
45272,44780,1571,1,30,
45273,44780,1568,3,640,
45274,44780,1542,2,35,
45275,44780,1563,2,150,
45276,44781,1567,2,360,152
45277,44781,1559,3,89,152
45278,44782,1548,2,180,148
45279,44782,1558,1,95,148
45280,44782,1564,2,0,148
45281,44782,1545,3,95,148
45282,44783,1548,3,180,145
45283,44783,1562,1,40,145
45284,44783,1571,3,30,145
45285,44784,1554,1,145,142
45286,44784,1557,1,115,142
45287,44784,1541,1,85,142
45288,44784,1569,3,0,142
45289,44784,1543,3,25,142
45290,44785,1544,2,120,144
45291,44785,1548,3,180,144
45292,44785,1571,2,30,144
45293,44786,1545,1,95,143
45294,44786,1547,1,420,143
45295,44787,1559,3,89,151
45296,44788,1549,1,55,
45297,44788,1570,3,25,
45298,44789,1569,2,0,142
45299,44789,1553,2,310,142
45300,44789,1549,2,55,142
45301,44790,1563,2,150,141
45302,44790,1569,2,0,141
45303,44790,1572,3,20,141
45304,44790,1561,1,210,141
45305,44790,1570,1,25,141
45306,44791,1550,3,0,150
45307,44791,1561,2,210,150
45308,44791,1564,2,0,150
45309,44791,1553,1,310,150
45310,44792,1563,3,150,146
45311,44792,1556,2,70,146
45312,44793,1550,2,0,152
45313,44794,1552,3,45,143
45314,44794,1542,3,35,143
45315,44794,1559,1,89,143
45316,44794,1543,3,25,143
45317,44795,1547,1,420,145
45318,44795,1560,3,15,145
45319,44795,1547,1,420,145
45320,44796,1549,3,55,
45321,44796,1542,1,35,
45322,44796,1545,1,95,
45323,44797,1548,3,180,146
45324,44797,1570,2,25,146
45325,44798,1546,2,260,143
45326,44798,1568,2,640,143
45327,44799,1565,2,45,152
45328,44799,1564,1,0,152
45329,44799,1570,1,25,152
45330,44799,1568,2,640,152
45331,44799,1551,3,0,152
45332,44800,1554,3,145,148
45333,44800,1543,3,25,148
45334,44800,1551,1,0,148
45335,44800,1548,2,180,148
45336,44800,1570,2,25,148
45337,44801,1546,1,260,148
45338,44801,1547,3,420,148
45339,44801,1544,2,120,148
45340,44802,1548,1,180,141
45341,44803,1554,1,145,148
45342,44803,1567,1,360,148
45343,44803,1548,3,180,148
45344,44803,1543,3,25,148
45345,44803,1541,2,85,148
45346,44804,1567,2,360,
45347,44804,1560,2,15,
45348,44805,1553,1,310,146
45349,44806,1558,3,95,150
45350,44806,1565,2,45,150
45351,44806,1543,3,25,150
45352,44807,1546,2,260,145
45353,44808,1552,3,45,141
45354,44808,1561,3,210,141
45355,44809,1563,1,150,150
45356,44809,1542,2,35,150
45357,44809,1562,2,40,150
45358,44810,1548,2,180,147
45359,44811,1552,2,45,141
45360,44811,1564,2,0,141
45361,44812,1566,2,30,
45362,44812,1542,1,35,
45363,44812,1565,2,45,
45364,44812,1564,1,0,
45365,44813,1553,3,310,149
45366,44813,1542,1,35,149
45367,44813,1555,2,220,149
45368,44813,1572,3,20,149
45369,44814,1570,2,25,143
45370,44814,1559,1,89,143
45371,44815,1572,3,20,151
45372,44815,1542,3,35,151
45373,44815,1559,1,89,151
45374,44815,1566,1,30,151
45375,44816,1541,1,85,149
45376,44816,1550,2,0,149
45377,44816,1561,1,210,149
45378,44816,1550,1,0,149
45379,44816,1569,2,0,149
45380,44817,1567,1,360,147
45381,44817,1567,2,360,147
45382,44817,1549,1,55,147
45383,44817,1557,1,115,147
45384,44817,1570,3,25,147
45385,44818,1549,2,55,151
45386,44819,1562,1,40,151
45387,44819,1567,2,360,151
45388,44819,1549,3,55,151
45389,44820,1553,1,310,
45390,44820,1559,2,89,
45391,44820,1561,1,210,
45392,44820,1569,3,0,
45393,44821,1555,2,220,146
45394,44821,1564,1,0,146
45395,44821,1541,1,85,146
45396,44821,1553,3,310,146
45397,44821,1543,2,25,146
45398,44822,1551,1,0,144
45399,44822,1563,3,150,144
45400,44822,1564,2,0,144
45401,44823,1556,2,70,145
45402,44823,1550,1,0,145
45403,44823,1570,3,25,145
45404,44823,1547,1,420,145
45405,44823,1544,3,120,145
45406,44824,1541,1,85,141
45407,44824,1572,1,20,141
45408,44824,1557,1,115,141
45409,44824,1568,2,640,141
45410,44825,1571,2,30,148
45411,44825,1556,2,70,148
45412,44825,1557,2,115,148
45413,44825,1572,2,20,148
45414,44826,1550,2,0,148
45415,44826,1556,1,70,148
45416,44827,1556,1,70,141
45417,44827,1567,1,360,141
45418,44827,1572,1,20,141
45419,44827,1568,1,640,141
45420,44828,1553,3,310,
45421,44828,1571,1,30,
45422,44829,1544,3,120,150
45423,44829,1570,3,25,150
45424,44829,1566,3,30,150
45425,44829,1571,1,30,150
45426,44830,1562,3,40,144
45427,44830,1549,1,55,144
45428,44830,1563,1,150,144
45429,44831,1572,3,20,148
45430,44831,1541,2,85,148
45431,44831,1550,3,0,148
45432,44832,1547,2,420,146
45433,44833,1546,1,260,144
45434,44833,1563,3,150,144
45435,44833,1567,3,360,144
45436,44833,1571,3,30,144
45437,44833,1561,3,210,144
45438,44834,1546,1,260,151
45439,44834,1566,3,30,151
45440,44834,1570,1,25,151
45441,44834,1548,3,180,151
45442,44834,1571,3,30,151
45443,44835,1554,1,145,147
45444,44835,1566,1,30,147
45445,44835,1562,2,40,147
45446,44835,1557,1,115,147
45447,44835,1567,3,360,147
45448,44836,1548,1,180,
45449,44836,1542,2,35,
45450,44836,1545,3,95,
45451,44836,1558,1,95,
45452,44836,1554,2,145,
45453,44837,1548,2,180,152
45454,44837,1572,3,20,152
45455,44837,1572,2,20,152
45456,44837,1555,2,220,152
45457,44837,1558,1,95,152
45458,44838,1553,1,310,143
45459,44839,1563,1,150,146
45460,44839,1554,3,145,146
45461,44839,1567,3,360,146
45462,44840,1550,2,0,152
45463,44840,1559,2,89,152
45464,44840,1570,1,25,152
45465,44841,1547,3,420,150
45466,44841,1551,3,0,150
45467,44841,1572,1,20,150
45468,44842,1568,2,640,144
45469,44842,1544,3,120,144
45470,44842,1548,2,180,144
45471,44842,1557,3,115,144
45472,44843,1547,3,420,145
45473,44843,1553,1,310,145
45474,44843,1546,2,260,145
45475,44844,1570,1,25,
45476,44844,1549,2,55,
45477,44844,1560,3,15,
